ORG_ID,SUPPLIER_NAME,WATER_SYSTEM_ID,COUNTY,HYDRO_REGION,CLIMATE_ZONE,REPORT_PERIOD_START_DATE,REPORT_PERIOD_END_DATE,Shortage Level,DWR_STANDARD_LEVEL
1644,Montebello Land And Water Company,CA1910091,LOS ANGELES,South Coast,9,3/1/24,3/31/24,2,2 (10-19% Shortage)
1645,Montecito Water District,CA4210007,SANTA BARBARA,Central Coast,6,3/1/24,3/31/24,1,1 (Less than 10% Shortage)
1650,City of Monterey Park,CA1910092,LOS ANGELES,South Coast,9,3/1/24,3/31/24,2,2 (10-19% Shortage)
1656,City of Morgan Hill,CA4310006,SANTA CLARA,Central Coast,4,3/1/24,3/31/24,4,4 (30-39% Shortage)
1660,City of Morro Bay,CA4010011,SAN LUIS OBISPO,Central Coast,5,3/1/24,3/31/24,NA,Not Applicable
1663,Moulton Niguel Water District,CA3010073,ORANGE,South Coast,6,3/1/24,3/31/24,0,0 (No Shortage Level Invoked)
1671,City of Mountain View,CA4310007,SANTA CLARA,San Francisco Bay,4,3/1/24,3/31/24,0,0 (No Shortage Level Invoked)
1697,Myoma Dunes Mutual Water Company,CA3310051,RIVERSIDE,Colorado River,15,3/1/24,3/31/24,1,1 (Less than 10% Shortage)
1701,City of Napa,CA2810003,NAPA,San Francisco Bay,2,3/1/24,3/31/24,0,0 (No Shortage Level Invoked)
1718,Nevada Irrigation District,"CA2910004,CA2910006,CA2910014,CA2910023,CA3110026,CA5810005","NEVADA,PLACER,YUBA",Sacramento River,11,3/1/24,3/31/24,1,1 (Less than 10% Shortage)
1729,City of Newman,CA5010013,STANISLAUS,San Joaquin River,12,3/1/24,3/31/24,0,0 (No Shortage Level Invoked)
1730,City of Newport Beach,CA3010023,ORANGE,South Coast,6,3/1/24,3/31/24,0,0 (No Shortage Level Invoked)
1731,Nipomo Community Service District,CA4010026,SAN LUIS OBISPO,Central Coast,5,3/1/24,3/31/24,5,5 (40-49% Shortage)
1732,City of Norco,CA3310025,RIVERSIDE,South Coast,10,3/1/24,3/31/24,1,1 (Less than 10% Shortage)
1739,North Coast County Water District,CA4110025,SAN MATEO,San Francisco Bay,3,3/1/24,3/31/24,0,0 (No Shortage Level Invoked)
1748,North Marin Water District,CA2110003,MARIN,San Francisco Bay,2,3/1/24,3/31/24,0,0 (No Shortage Level Invoked)
1752,North Tahoe Public Utilities District,"CA3110001,CA3110023,CA3110036",PLACER,North Lahontan,16,3/1/24,3/31/24,2,2 (10-19% Shortage)
1765,City of Oakdale,CA5010014,STANISLAUS,San Joaquin River,12,3/1/24,3/31/24,0,0 (No Shortage Level Invoked)
1777,City of Oceanside,CA3710014,SAN DIEGO,South Coast,7,3/1/24,3/31/24,1,1 (Less than 10% Shortage)
1792,Olivehurst Public Utilities District,"CA5805001,CA5810003",YUBA,Sacramento River,11,3/1/24,3/31/24,2,2 (10-19% Shortage)
1793,Olivenhain Municipal Water District,CA3710029,SAN DIEGO,South Coast,7,3/1/24,3/31/24,1,1 (Less than 10% Shortage)
1795,City of Ontario,CA3610034,SAN BERNARDINO,South Coast,10,3/1/24,3/31/24,0,0 (No Shortage Level Invoked)
1797,City of Orange,CA3010027,ORANGE,South Coast,8,3/1/24,3/31/24,0,0 (No Shortage Level Invoked)
1803,Orangevale Water Company,CA3410016,SACRAMENTO,Sacramento River,12,3/1/24,3/31/24,1,1 (Less than 10% Shortage)
1804,Orchard Dale Water District,CA1910101,LOS ANGELES,South Coast,9,3/1/24,3/31/24,2,2 (10-19% Shortage)
1821,Otay Water District,CA3710034,SAN DIEGO,South Coast,10,3/1/24,3/31/24,0,0 (No Shortage Level Invoked)
1827,City of Oxnard,CA5610007,VENTURA,South Coast,6,3/1/24,3/31/24,1,1 (Less than 10% Shortage)
1838,Padre Dam Municipal Water District,CA3710037,SAN DIEGO,South Coast,10,3/1/24,3/31/24,0,0 (No Shortage Level Invoked)
1849,Palmdale Water District,CA1910102,LOS ANGELES,South Lahontan,14,3/1/24,3/31/24,0,0 (No Shortage Level Invoked)
1851,City of Palo Alto,CA4310009,SANTA CLARA,San Francisco Bay,4,3/1/24,3/31/24,1,1 (Less than 10% Shortage)
1866,City of Paramount,CA1910105,LOS ANGELES,South Coast,8,3/1/24,3/31/24,1,1 (Less than 10% Shortage)
1869,Liberty Utilities (Park Water) Corp,"CA1910021,CA1910161,CA1910211",LOS ANGELES,South Coast,8,3/1/24,3/31/24,1,1 (Less than 10% Shortage)
1873,City of Pasadena,CA1910124,LOS ANGELES,South Coast,9,3/1/24,3/31/24,2,2 (10-19% Shortage)
1875,City of Paso Robles,CA4010007,SAN LUIS OBISPO,Central Coast,4,3/1/24,3/31/24,2,2 (10-19% Shortage)
1877,City of Patterson,CA5010017,STANISLAUS,San Joaquin River,12,3/1/24,3/31/24,1,1 (Less than 10% Shortage)
1894,City of Petaluma,CA4910006,SONOMA,San Francisco Bay,2,3/1/24,3/31/24,0,0 (No Shortage Level Invoked)
1896,Phelan Pinon Hills Community Services District,CA3610120,SAN BERNARDINO,South Lahontan,14,3/1/24,3/31/24,1,1 (Less than 10% Shortage)
1899,City of Pico Rivera,CA1910042,LOS ANGELES,South Coast,9,3/1/24,3/31/24,2,2 (10-19% Shortage)
1900,Pico Water District,CA1910125,LOS ANGELES,South Coast,9,3/1/24,3/31/24,1,1 (Less than 10% Shortage)
1923,City of Pismo Beach,CA4010008,SAN LUIS OBISPO,Central Coast,5,3/1/24,3/31/24,0,0 (No Shortage Level Invoked)
1925,City of Pittsburg,CA0710008,CONTRA COSTA,San Francisco Bay,12,3/1/24,3/31/24,1,1 (Less than 10% Shortage)
1927,Placer County Water Agency,"CA3110005,CA3110006,CA3110024,CA3110025,CA3110040,CA3110050,CA3110124",PLACER,Sacramento River,11,3/1/24,3/31/24,0,0 (No Shortage Level Invoked)
1940,City of Pleasanton,CA0110008,ALAMEDA,San Francisco Bay,12,3/1/24,3/31/24,0,0 (No Shortage Level Invoked)
1945,City of Pomona,CA1910126,LOS ANGELES,South Coast,9,3/1/24,3/31/24,2,2 (10-19% Shortage)
1953,City of Port Hueneme,CA5610009,VENTURA,South Coast,6,3/1/24,3/31/24,1,1 (Less than 10% Shortage)
1956,City of Porterville,CA5410010,TULARE,Tulare Lake,13,3/1/24,3/31/24,NA,Not Applicable
1964,City of Poway,CA3710015,SAN DIEGO,South Coast,10,3/1/24,3/31/24,1,1 (Less than 10% Shortage)
1983,Quartz Hill Water District,CA1910130,LOS ANGELES,South Lahontan,14,3/1/24,3/31/24,2,2 (10-19% Shortage)
1990,Rainbow Municipal Water District,CA3710016,SAN DIEGO,South Coast,10,3/1/24,3/31/24,0,0 (No Shortage Level Invoked)
1996,Ramona Municipal Water District,CA3710019,SAN DIEGO,South Coast,10,3/1/24,3/31/24,1,1 (Less than 10% Shortage)
2000,Rancho California Water District,CA3310038,RIVERSIDE,South Coast,10,3/1/24,3/31/24,1,1 (Less than 10% Shortage)
2031,City of Red Bluff,CA5210004,TEHAMA,Sacramento River,11,3/1/24,3/31/24,2,2 (10-19% Shortage)
2033,City of Redding,CA4510005,SHASTA,Sacramento River,11,3/1/24,3/31/24,1,1 (Less than 10% Shortage)
2035,City of Redlands,CA3610037,SAN BERNARDINO,South Coast,10,3/1/24,3/31/24,2,2 (10-19% Shortage)
2037,Redwood City,CA4110022,SAN MATEO,San Francisco Bay,3,3/1/24,3/31/24,0,0 (No Shortage Level Invoked)
2042,City of Reedley,CA1010027,FRESNO,Tulare Lake,13,3/1/24,3/31/24,0,0 (No Shortage Level Invoked)
2049,City of Rialto,CA3610038,SAN BERNARDINO,South Coast,10,3/1/24,3/31/24,2,2 (10-19% Shortage)
2057,Rincon Del Diablo Municipal Water District,"CA3710018,CA3710044",SAN DIEGO,South Coast,10,3/1/24,3/31/24,1,1 (Less than 10% Shortage)
2060,Rio Linda - Elverta Community Water District,CA3410018,SACRAMENTO,Sacramento River,12,3/1/24,3/31/24,2,2 (10-19% Shortage)
2063,City of Rio Vista,CA4810004,SOLANO,Sacramento River,12,3/1/24,3/31/24,2,2 (10-19% Shortage)
2065,City of Ripon,CA3910007,SAN JOAQUIN,San Joaquin River,12,3/1/24,3/31/24,2,2 (10-19% Shortage)
2074,City of Riverbank,CA5010018,STANISLAUS,San Joaquin River,12,3/1/24,3/31/24,0,0 (No Shortage Level Invoked)
2083,City of Riverside,CA3310031,RIVERSIDE,South Coast,10,3/1/24,3/31/24,0,0 (No Shortage Level Invoked)
2087,Riverside Highland Water Company,CA3610057,SAN BERNARDINO,South Coast,10,3/1/24,3/31/24,2,2 (10-19% Shortage)
2103,City of Rohnert Park,CA4910014,SONOMA,North Coast,2,3/1/24,3/31/24,0,0 (No Shortage Level Invoked)
2107,Rosamond Community Service District,CA1510018,KERN,South Lahontan,14,3/1/24,3/31/24,2,2 (10-19% Shortage)
2111,City of Roseville,CA3110008,PLACER,Sacramento River,11,3/1/24,3/31/24,1,1 (Less than 10% Shortage)
2115,Rowland Water District,CA1910194,LOS ANGELES,South Coast,9,3/1/24,3/31/24,2,2 (10-19% Shortage)
2118,Rubidoux Community Service District,CA3310044,RIVERSIDE,South Coast,10,3/1/24,3/31/24,1,1 (Less than 10% Shortage)
2119,Rubio Canyon Land And Water Association,CA1910140,LOS ANGELES,South Coast,9,3/1/24,3/31/24,2,2 (10-19% Shortage)
2122,Running Springs Water District,CA3610062,SAN BERNARDINO,South Lahontan,16,3/1/24,3/31/24,2,2 (10-19% Shortage)
2130,City of Sacramento,CA3410020,SACRAMENTO,Sacramento River,12,3/1/24,3/31/24,NA,Not Applicable
2132,Sacramento County Water Agency,"CA3400101,CA3400106,CA3400156,CA3410002,CA3410029,CA3410704",SACRAMENTO,Sacramento River,12,3/1/24,3/31/24,1,1 (Less than 10% Shortage)
2140,Sacramento Suburban Water District,CA3410001,SACRAMENTO,Sacramento River,12,3/1/24,3/31/24,0,0 (No Shortage Level Invoked)
2150,City of San Bernardino,CA3610039,SAN BERNARDINO,South Coast,10,3/1/24,3/31/24,3,3 (20-29% Shortage)
2154,San Bernardino County Service Area 64 Spring Valley Lake,CA3610121,SAN BERNARDINO,South Lahontan,14,3/1/24,3/31/24,NA,Not Applicable
2157,City of San Bruno,CA4110023,SAN MATEO,San Francisco Bay,3,3/1/24,3/31/24,1,1 (Less than 10% Shortage)
2158,City of (Ventura) San Buenaventura,CA5610017,VENTURA,South Coast,6,3/1/24,3/31/24,0,0 (No Shortage Level Invoked)
2159,City of San Clemente,CA3010036,ORANGE,South Coast,6,3/1/24,3/31/24,0,0 (No Shortage Level Invoked)
2160,City of San Diego,CA3710020,SAN DIEGO,South Coast,7,3/1/24,3/31/24,0,0 (No Shortage Level Invoked)
2162,San Dieguito Water District,CA3710021,SAN DIEGO,South Coast,7,3/1/24,3/31/24,1,1 (Less than 10% Shortage)
2163,City of San Fernando,CA1910143,LOS ANGELES,South Coast,9,3/1/24,3/31/24,NA,Not Applicable
2164,San Francisco Public Utilities Commission,"CA0110012,CA0110018,CA3810011","ALAMEDA,SAN FRANCISCO",San Francisco Bay,3,3/1/24,3/31/24,0,0 (No Shortage Level Invoked)
2165,San Gabriel County Water District,CA1910144,LOS ANGELES,South Coast,9,3/1/24,3/31/24,1,1 (Less than 10% Shortage)
2166,San Gabriel Valley Water Company Fontana Division,CA3610041,SAN BERNARDINO,South Coast,10,3/1/24,3/31/24,1,1 (Less than 10% Shortage)
2169,City of San Jacinto,CA3310032,RIVERSIDE,South Coast,10,3/1/24,3/31/24,NA,Not Applicable
2174,City of San Jose,"CA4310019,CA4310020",SANTA CLARA,San Francisco Bay,4,3/1/24,3/31/24,1,1 (Less than 10% Shortage)
2175,San Jose Water Company,"CA4310011,CA4310018",SANTA CLARA,San Francisco Bay,4,3/1/24,3/31/24,2,2 (10-19% Shortage)
2177,City of San Juan Capistrano,CA3010030,ORANGE,South Coast,6,3/1/24,3/31/24,0,0 (No Shortage Level Invoked)
2179,San Juan Water District,CA3410021,SACRAMENTO,Sacramento River,11,3/1/24,3/31/24,0,0 (No Shortage Level Invoked)
2180,San Lorenzo Valley Water District,"CA4410002,CA4410014",SANTA CRUZ,Central Coast,3,3/1/24,3/31/24,0,0 (No Shortage Level Invoked)
2182,City of San Luis Obispo,CA4010009,SAN LUIS OBISPO,Central Coast,5,3/1/24,3/31/24,0,0 (No Shortage Level Invoked)
2207,City of Santa Ana,CA3010038,ORANGE,South Coast,8,3/1/24,3/31/24,0,0 (No Shortage Level Invoked)
2209,City of Santa Barbara,CA4210010,SANTA BARBARA,Central Coast,6,3/1/24,3/31/24,0,0 (No Shortage Level Invoked)
2210,City of Santa Clara,CA4310012,SANTA CLARA,San Francisco Bay,4,3/1/24,3/31/24,0,0 (No Shortage Level Invoked)
2213,City of Santa Cruz,CA4410010,SANTA CRUZ,Central Coast,3,3/1/24,3/31/24,0,0 (No Shortage Level Invoked)
2214,Santa Fe Irrigation District,CA3710023,SAN DIEGO,South Coast,7,3/1/24,3/31/24,NA,Not Applicable
2215,City of Santa Fe Springs,CA1910245,LOS ANGELES,South Coast,9,3/1/24,3/31/24,1,1 (Less than 10% Shortage)
2217,Santa Margarita Water District,CA3010101,ORANGE,South Coast,8,3/1/24,3/31/24,0,0 (No Shortage Level Invoked)
2218,City of Santa Maria,CA4210011,SANTA BARBARA,Central Coast,5,3/1/24,3/31/24,NA,Not Applicable
2220,City of Santa Monica,CA1910146,LOS ANGELES,South Coast,6,3/1/24,3/31/24,2,2 (10-19% Shortage)
2222,City of Santa Paula,CA5610011,VENTURA,South Coast,9,3/1/24,3/31/24,0,0 (No Shortage Level Invoked)
2224,City of Santa Rosa,CA4910009,SONOMA,North Coast,2,3/1/24,3/31/24,0,0 (No Shortage Level Invoked)
2237,Scotts Valley Water District,CA4410013,SANTA CRUZ,Central Coast,3,3/1/24,3/31/24,0,0 (No Shortage Level Invoked)
2241,City of Seal Beach,CA3010041,ORANGE,South Coast,6,3/1/24,3/31/24,0,0 (No Shortage Level Invoked)
2260,City of Shafter,CA1510019,KERN,Tulare Lake,13,3/1/24,3/31/24,1,1 (Less than 10% Shortage)
2273,City of Shasta Lake,CA4510006,SHASTA,Sacramento River,11,3/1/24,3/31/24,0,0 (No Shortage Level Invoked)
2290,City of Sierra Madre,CA1910148,LOS ANGELES,South Coast,9,3/1/24,3/31/24,0,0 (No Shortage Level Invoked)
2298,City of Signal Hill,CA1910149,LOS ANGELES,South Coast,6,3/1/24,3/31/24,2,2 (10-19% Shortage)
2323,City of Soledad,CA2710011,MONTEREY,Central Coast,3,3/1/24,3/31/24,1,1 (Less than 10% Shortage)
2326,City of Sonoma,CA4910012,SONOMA,San Francisco Bay,2,3/1/24,3/31/24,0,0 (No Shortage Level Invoked)
2330,Soquel Creek Water District,CA4410017,SANTA CRUZ,Central Coast,3,3/1/24,3/31/24,3,3 (20-29% Shortage)
2334,South Coast Water District,CA3010042,ORANGE,South Coast,6,3/1/24,3/31/24,1,1 (Less than 10% Shortage)
2337,South Feather Water and Power,"CA0410006,CA0410012",BUTTE,Sacramento River,11,3/1/24,3/31/24,2,2 (10-19% Shortage)
2341,City of South Gate,CA1910152,LOS ANGELES,South Coast,8,3/1/24,3/31/24,2,2 (10-19% Shortage)
2345,City of South Pasadena,CA1910154,LOS ANGELES,South Coast,9,3/1/24,3/31/24,2,2 (10-19% Shortage)
2348,South Tahoe Public Utility District,CA0910002,EL DORADO,North Lahontan,16,3/1/24,3/31/24,1,1 (Less than 10% Shortage)
2381,City of Stockton,CA3910012,SAN JOAQUIN,San Joaquin River,12,3/1/24,3/31/24,2,2 (10-19% Shortage)
2401,Suburban Water Systems - San Jose Hills,"CA1910046,CA1910200,CA1910205",LOS ANGELES,South Coast,9,3/1/24,3/31/24,NA,Not Applicable
2402,Suburban Water Systems - Whittier/La Mirada,"CA1910059,CA1910174",LOS ANGELES,South Coast,9,3/1/24,3/31/24,1,1 (Less than 10% Shortage)
2405,Suisun - Solano Water Authority,CA4810005,SOLANO,San Francisco Bay,12,3/1/24,3/31/24,2,2 (10-19% Shortage)
2419,Sunny Slope Water Company,CA1910157,LOS ANGELES,South Coast,9,3/1/24,3/31/24,2,2 (10-19% Shortage)
2424,Sunnyslope County Water District,CA3510003,SAN BENITO,Central Coast,4,3/1/24,3/31/24,0,0 (No Shortage Level Invoked)
2425,City of Sunnyvale,CA4310014,SANTA CLARA,San Francisco Bay,4,3/1/24,3/31/24,1,1 (Less than 10% Shortage)
2432,City of Susanville,CA1810001,LASSEN,North Lahontan,16,3/1/24,3/31/24,0,0 (No Shortage Level Invoked)
2437,Sweetwater Authority,CA3710025,SAN DIEGO,South Coast,7,3/1/24,3/31/24,1,1 (Less than 10% Shortage)
2438,Sweetwater Springs Water District,"CA4910004,CA4910028",SONOMA,North Coast,2,3/1/24,3/31/24,1,1 (Less than 10% Shortage)
2444,Tahoe City Public Utilities District,"CA0910012,CA3100029,CA3110010,CA3110011,CA3110013,CA3110043,CA3110044","EL DORADO,PLACER",North Lahontan,16,3/1/24,3/31/24,1,1 (Less than 10% Shortage)
2451,City of Tehachapi,CA1510020,KERN,Tulare Lake,16,3/1/24,3/31/24,NA,Not Applicable
2466,Thermalito Water and Sewer District,CA0410008,BUTTE,Sacramento River,11,3/1/24,3/31/24,0,0 (No Shortage Level Invoked)
2469,City of Thousand Oaks,CA5610020,VENTURA,South Coast,9,3/1/24,3/31/24,1,1 (Less than 10% Shortage)
2487,City of Torrance,CA1910213,LOS ANGELES,South Coast,6,3/1/24,3/31/24,0,0 (No Shortage Level Invoked)
2490,Trabuco Canyon Water District,CA3010094,ORANGE,South Coast,8,3/1/24,3/31/24,0,0 (No Shortage Level Invoked)
2496,City of Tracy,CA3910011,SAN JOAQUIN,San Joaquin River,12,3/1/24,3/31/24,3,3 (20-29% Shortage)
2510,Triunfo Sanitation District/Oak Park Water Service,CA5610043,VENTURA,South Coast,9,3/1/24,3/31/24,1,1 (Less than 10% Shortage)
2512,Truckee - Donner Public Utilities District,CA2910003,NEVADA,North Lahontan,16,3/1/24,3/31/24,0,0 (No Shortage Level Invoked)
2516,City of Tulare,CA5410015,TULARE,Tulare Lake,13,3/1/24,3/31/24,4,4 (30-39% Shortage)
2523,Tuolumne Utilities District,"CA5500363,CA5510001,CA5510002,CA5510003,CA5510012,CA5510013,CA5510015,CA5510021,CA5510025,CA5510028,CA5510033",TUOLUMNE,San Joaquin River,12,3/1/24,3/31/24,0,0 (No Shortage Level Invoked)
2524,City of Turlock,CA5010019,STANISLAUS,San Joaquin River,12,3/1/24,3/31/24,2,2 (10-19% Shortage)
2528,City of Tustin,CA3010046,ORANGE,South Coast,8,3/1/24,3/31/24,1,1 (Less than 10% Shortage)
2530,Twentynine Palms Water District,CA3610049,SAN BERNARDINO,Colorado River,14,3/1/24,3/31/24,0,0 (No Shortage Level Invoked)
2536,City of Ukiah,CA2310003,MENDOCINO,North Coast,2,3/1/24,3/31/24,0,0 (No Shortage Level Invoked)
2541,City of Upland,CA3610050,SAN BERNARDINO,South Coast,10,3/1/24,3/31/24,0,0 (No Shortage Level Invoked)
2597,City of Vacaville,CA4810008,SOLANO,Sacramento River,12,3/1/24,3/31/24,2,2 (10-19% Shortage)
2602,Vallecitos Water District,CA3710002,SAN DIEGO,South Coast,7,3/1/24,3/31/24,1,1 (Less than 10% Shortage)
2603,City of Vallejo,"CA4810007,CA4810021",SOLANO,San Francisco Bay,3,3/1/24,3/31/24,0,0 (No Shortage Level Invoked)
2604,Valley Center Municipal Water District,CA3710026,SAN DIEGO,South Coast,10,3/1/24,3/31/24,1,1 (Less than 10% Shortage)
